height_um,potential_peak_to_peak_V
876.3000000000001,0.00018682498470701898
880.1100000000001,0.00018410438633629714
883.9200000000002,0.00018166766358493943
887.7299999999999,0.00017951105920309944
891.54,0.00017763124786315029
895.35,0.000176025331032271
899.1600000000001,0.00017469083250311893
902.9700000000001,0.0001736256945756978
906.78,0.00017282827488453354
910.59,0.00017229734386626589
914.4000000000001,0.00017203208286375088
